,word,frequency
839,tatty,1.7741829339001924e-07
840,score,2.8290275167819345e-05
841,cutie,2.333241333474234e-07
842,zebra,7.310060397003326e-07
843,barge,1.961906320957496e-06
844,matey,9.297506053940197e-08
845,bluer,2.0139394862894733e-07
846,aider,1.0530792771135111e-07
847,shook,7.147047108446714e-05
848,river,5.5601515668968204e-05
849,privy,1.6534241069621203e-06
850,betel,3.071268679377681e-07
851,frisk,3.323070671967798e-07
852,bongo,6.919153605622341e-08
853,begun,2.679510043890332e-05
854,azure,1.050268195967874e-06
855,weave,2.8276812145122676e-06
856,genie,5.068420136922214e-07
857,sound,0.00011925981198146474
858,glove,3.7264102275003097e-06
859,braid,1.8437614528465929e-06
860,scope,3.1078197025635745e-05
861,wryly,1.2532443633972434e-06
862,rover,5.556203461765108e-07
863,assay,4.755752684104664e-06
864,ocean,2.2065135453885887e-05
865,bloom,3.963094115988497e-06
866,irate,6.532350056431824e-07
867,later,0.00023552529455628246
868,woken,2.6979949439009943e-06
869,silky,2.5276568749177386e-06
870,wreck,4.423963787303364e-06
871,dwelt,3.64457247314931e-06
872,slate,2.7668078246279038e-06
873,smack,2.171996470679005e-06
874,solid,4.067091595061356e-05
875,amaze,6.829672116737129e-07
876,hazel,1.851536154617861e-06
877,wrist,1.2965873338544043e-05
878,jolly,2.7629226337921864e-06
879,globe,9.054361044036341e-06
880,flint,1.5362198269031069e-06
881,rouse,1.6776914151250821e-06
882,civil,5.119750949234003e-05
883,vista,1.2822006851820333e-06
884,relax,1.1225225762245827e-05
885,cover,6.142972233647015e-05
886,alive,4.295710641599726e-05
887,beech,1.0661963756319892e-06
888,jetty,9.044731825724739e-07
889,bliss,4.141684883052221e-06
890,vocal,8.047740607253218e-06
891,often,0.0003011356384376995
892,dolly,3.757453157504642e-07
893,eight,5.99089362367522e-05
894,joker,4.5754609345749486e-07
895,since,0.00027160341414855793
896,event,7.422642920573708e-05
897,ensue,1.2501183448421216e-06
898,shunt,1.7803305354391341e-06
899,diver,9.410328090098119e-07
900,poser,1.1282536149792577e-07
901,worst,2.9754933166259434e-05
902,sweep,7.149408020268311e-06
903,alley,5.9785463690786855e-06
904,creed,2.6960280479215726e-06
905,anime,5.269836549359752e-07
906,leafy,1.9061302793943469e-06
907,bosom,5.721956313209375e-06
908,dunce,2.0221554208887937e-07
909,stare,1.575178498569585e-05
910,pudgy,4.3535921179227444e-07
911,waive,1.0584062977159192e-06
912,choir,3.930007437702443e-06
913,stood,0.00014003439355292358
914,spoke,7.690592974540778e-05
915,outgo,3.642762225197771e-08
916,delay,2.2598787381866714e-05
917,bilge,2.48338192676556e-07
918,ideal,3.667189048428554e-05
919,clasp,1.9870758194429072e-06
920,seize,5.846278327226173e-06
921,hotly,1.549564700553674e-06
922,laugh,3.996816485596355e-05
923,sieve,1.663506765225975e-06
924,block,4.007655843452085e-05
925,meant,9.216174839821178e-05
926,grape,3.0273565698735183e-06
927,noose,1.136139985646878e-06
928,hardy,1.6147442352121288e-06
929,shied,6.600233888320872e-07
930,drawl,7.683714073891679e-07
931,daisy,6.974501758350016e-07
932,putty,5.142564845073139e-07
933,strut,8.79492631611356e-07
934,burnt,9.63299794420891e-06
935,tulip,4.970573854734539e-07
936,crick,1.628594539226924e-07
937,idyll,3.886951631670854e-07
938,vixen,3.105619228449541e-07
939,furor,3.548534976971496e-07
940,geeky,1.7838437216255443e-07
941,cough,6.350932380883023e-06
942,naive,3.397071793642681e-06
943,shoal,5.041500799052301e-07
944,stork,3.9462788947730587e-07
945,bathe,1.9422931814006006e-06
946,aunty,3.0862897659744704e-07
947,check,5.6860998483898584e-05
948,prime,1.8711312350205844e-05
949,brass,7.544753088950529e-06
950,outer,2.0696307274192804e-05
951,furry,1.404401984927972e-06
952,razor,3.031279675269616e-06
953,elect,4.824335064768093e-06
954,evict,3.5484435301214035e-07
955,imply,1.124342838920711e-05
956,demur,2.643476335606465e-07
957,quota,2.836620069501805e-06
958,haven,2.7531304453987104e-06
959,cavil,1.233313238202527e-07
960,swear,1.152830168393848e-05
961,crump,4.2611674189174664e-08
962,dough,6.988528525653237e-06
963,gavel,3.820725140712966e-07
964,wagon,8.745792456466006e-06
965,salon,2.8534083753584127e-06
966,nudge,1.6547531629385048e-06
967,harem,1.2325241698363243e-06
968,pitch,1.4939197853891528e-05
969,sworn,5.640499921355513e-06
970,pupil,6.242153972380038e-06
971,excel,1.753924863123757e-06
972,stony,2.259387713365868e-06
973,cabin,1.7295144743911806e-05
974,unzip,3.2407864836159206e-07
975,queen,1.76382945937803e-05
976,trout,3.4123062846447283e-06
977,polyp,4.461349050188801e-07
978,earth,8.502906530338805e-05
979,storm,2.4054719233390642e-05
980,until,0.00027903071168111637
981,taper,1.240246007228052e-06
982,enter,4.769518454850186e-05
983,child,0.00018664902017917484
984,adopt,1.7600647424842464e-05
985,minor,2.3996561594685772e-05
986,fatty,8.171064109774306e-06
987,husky,2.0741161961268517e-06
988,brave,1.455844198972045e-05
989,filet,2.5764349231849337e-07
990,slime,1.2834426286190137e-06
991,glint,1.9818485270661768e-06
992,tread,3.5490706409291306e-06
993,steal,1.0010503046942176e-05
994,regal,1.3442688100440137e-06
995,guest,1.646299278945662e-05
996,every,0.00033083818561863154
997,murky,1.755903269895498e-06
998,share,8.997157601697836e-05
999,spore,7.467774452152298e-07
1000,hoist,9.908409879244573e-07
1001,buxom,3.3028651102995354e-07
1002,inner,3.796641976805404e-05
1003,otter,7.040810601210978e-07
1004,dimly,3.078006159284996e-06
1005,level,0.00022560507932212204
1006,sumac,2.188440397787872e-07
1007,donut,5.894605408229836e-07
1008,stilt,1.207134197045434e-07
1009,arena,8.205611266021151e-06
1010,sheet,2.6132187031180365e-05
1011,scrub,2.819806582010642e-06
1012,fancy,1.6783666751507553e-05
1013,slimy,1.176690147985937e-06
1014,pearl,3.5782096006187203e-06
1015,silly,1.1756777439586585e-05
1016,porch,1.2332482810961665e-05
1017,dingo,1.0686444085195035e-07
1018,sepia,2.8591851730652706e-07
1019,amble,2.4279529853288295e-07
1020,shady,2.1894754240747716e-06
1021,bread,3.1713416319689713e-05
1022,friar,9.578494086781575e-07
1023,reign,1.2751534313792945e-05
1024,dairy,5.64660956570151e-06
1025,quill,7.951435918585048e-07
1026,cross,7.629641913808882e-05
1027,brood,2.010005658803493e-06
1028,tuber,4.1675017570241835e-07
1029,shear,9.890980209092959e-06
1030,posit,1.569563323755574e-06
1031,blank,1.6285194078591303e-05
1032,villa,4.074650348684372e-06
1033,shank,5.175502195697845e-07
1034,piggy,3.2065175759043996e-07
1035,freak,3.144442530356173e-06
1036,which,0.002039003069512546
1037,among,0.0002297323699167464
1038,fecal,1.4966178980557743e-06
1039,shell,1.7124899386544712e-05
1040,would,0.0016591835883446038
1041,algae,3.0948195330893213e-06
1042,large,0.00025475394795648754
1043,rabbi,1.6724407316814904e-06
1044,agony,7.28036241071095e-06
1045,amuse,2.076606790524238e-06
1046,bushy,1.377772861133053e-06
1047,copse,6.527987750359898e-07
1048,swoon,7.734803944003943e-07
1049,knife,2.4721962290641386e-05
1050,pouch,3.313327852083603e-06
1051,ascot,3.583662211426031e-08
1052,plane,3.750965515791904e-05
1053,crown,1.5052871503939969e-05
1054,urban,5.230443730397383e-05
1055,snide,4.000012694405086e-07
1056,relay,3.51302435319667e-06
1057,abide,4.2448594967936515e-06
1058,viola,3.4683225891285474e-07
1059,rajah,1.4125696523592524e-07
1060,straw,8.612423926024348e-06
1061,dilly,9.060391192861061e-08
1062,crash,1.0921181683443137e-05
1063,amass,4.7067299391301276e-07
1064,third,0.00012286697165109217
1065,trick,1.1478969781819615e-05
1066,tutor,3.503500465740217e-06
1067,woody,1.4032321189461072e-06
1068,blurb,2.4380927143852205e-07
1069,grief,1.8597086182126077e-05
1070,disco,8.859508113800985e-07
1071,where,0.0006794259388698265
1072,sassy,4.308850094503214e-07
1073,beach,2.3414005681843264e-05
1074,sauna,6.376744465796946e-07
1075,comic,7.667059776395035e-06
1076,clued,1.708847747750042e-07
1077,creep,5.098348310639267e-06
1078,caste,5.676452246916597e-06
1079,graze,1.302065300023969e-06
1080,snuff,1.3609469817765785e-06
1081,frock,1.6143396806000965e-06
1082,gonad,1.8453303596288606e-07
1083,drunk,1.655201731409761e-05
1084,prong,4.40981018812181e-07
1085,lurid,1.0608901703790252e-06
1086,steel,2.9264625027281e-05
1087,halve,2.921073303241428e-07
1088,buyer,9.094567758438643e-06
1089,vinyl,2.3808727860341605e-06
1090,utile,1.464033161369116e-07
1091,smell,2.8705575914500514e-05
1092,adage,9.406797545352674e-07
1093,worry,4.283785347070079e-05
1094,tasty,2.3631024532733136e-06
1095,local,0.0001723127206787467
1096,trade,8.597486339567695e-05
1097,finch,2.1599548460926599e-07
1098,ashen,9.653905124196172e-07
1099,modal,3.962898460940778e-06
1100,gaunt,1.5629804863692698e-06
1101,clove,1.3111862244841177e-06
1102,enact,3.284342085407843e-06
1103,adorn,1.0519697895006175e-06
1104,roast,3.977029734869575e-06
1105,speck,1.4841442350643774e-06
1106,sheik,2.5650735580029504e-07
1107,missy,2.5574583517595784e-07
1108,grunt,2.3824047161724593e-06
1109,snoop,2.545277304477622e-07
1110,party,0.00013326753833098337
1111,touch,6.060688247089274e-05
1112,mafia,9.644263769814643e-07
1113,emcee,1.441315369277163e-07
1114,array,1.9321109448355855e-05
1115,south,4.532240836851997e-05
1116,vapid,2.3880269139908705e-07
1117,jelly,2.6135384132430772e-06
1118,skulk,1.323548168841171e-07
1119,angst,1.0219921477983007e-06
1120,tubal,3.9065371737478927e-07
1121,lower,0.00011366087892383803
1122,crest,4.59471152680635e-06
1123,sweat,1.438583876733901e-05
1124,cyber,5.020982598580304e-06
1125,adore,1.9569887115267193e-06
1126,tardy,4.939748876608974e-07
1127,swami,8.122114003583647e-08
1128,notch,3.041559750727174e-06
1129,groom,3.4384584637336957e-06
1130,roach,2.5815696247377673e-07
1131,hitch,1.6437278986813908e-06
1132,young,0.00022310841814032756
1133,align,4.971125122210651e-06
1134,ready,0.00010394946184533183
1135,frond,1.6475979336405544e-07
1136,strap,3.610734836456686e-06
1137,puree,6.268010110943578e-07
1138,realm,1.85489534487715e-05
1139,venue,4.703581566900539e-06
1140,swarm,3.27414409184712e-06
1141,offer,8.260543472715653e-05
1142,seven,6.642617881880142e-05
1143,dryer,1.4401133228147955e-06
1144,diary,8.727934073249344e-06
1145,dryly,1.8093092251092457e-06
1146,drank,1.2165608950454043e-05
1147,acrid,8.424429012166001e-07
1148,heady,1.4692845695662982e-06
1149,theta,8.010296852489773e-07
1150,junto,2.445688096486265e-07
1151,pixie,4.781479248094911e-07
1152,quoth,1.0384905522187182e-06
1153,bonus,4.610510359270847e-06
1154,shalt,9.904775538416288e-06
1155,penne,1.1189756676799334e-07
1156,amend,2.3262832655746024e-06
1157,datum,9.519353483256054e-07
1158,build,5.52257979506976e-05
1159,piano,1.0192464515057509e-05
1160,shelf,1.0116505563928513e-05
1161,lodge,5.281082849251106e-06
1162,suing,6.324901988818965e-07
1163,rearm,1.0141600448321242e-07
1164,coral,3.955467946070712e-06
1165,ramen,2.694794503099729e-07
1166,worth,6.036433933331864e-05
1167,psalm,1.8938164316750772e-06
1168,infer,4.16639443301392e-06
1169,overt,4.569842417367909e-06
1170,mayor,8.02306840341771e-06
1171,ovoid,4.026128976875043e-07
1172,glide,2.0870925254712347e-06
1173,usage,1.570858171362488e-05
1174,poise,1.0520007123204778e-06
1175,randy,1.7128185092474268e-07
1176,chuck,9.356599690590883e-07
1177,prank,9.188135408066955e-07
1178,fishy,6.502538099084632e-07
1179,tooth,8.490400887239957e-06
1180,ether,3.3107556305367325e-06
1181,drove,3.188925802533049e-05
1182,idler,2.611040663680342e-07
1183,swath,7.542124222936764e-07
1184,stint,1.296633797664981e-06
1185,while,0.0004481273572309874
1186,begat,1.275743102269189e-06
1187,apply,5.234897162154084e-05
1188,slang,1.8358775264459837e-06
1189,tarot,4.5127409720180367e-07
1190,radar,6.4189081285803695e-06
1191,credo,4.66796080900167e-07
1192,aware,6.217658574314555e-05
1193,canon,4.705525611825578e-06
1194,shift,4.488044578465633e-05
1195,timer,2.319523105143162e-06
1196,bylaw,1.332835530831744e-07
1197,serum,1.0199586768067093e-05
1198,three,0.00040224267286248505
1199,steak,3.5013189858545957e-06
1200,iliac,1.5532976078702632e-06
1201,shirk,4.699772446770112e-07
1202,blunt,4.471984425435949e-06
1203,puppy,4.274453431207803e-06
1204,penal,2.958999004931684e-06
1205,joist,1.8759803843693135e-07
1206,bunny,8.63098989611899e-07
1207,shape,6.12096755503444e-05
1208,beget,5.49167801011663e-07
1209,wheel,1.981577725018724e-05
1210,adept,2.2966825667936064e-06
1211,stunt,1.338302439535255e-06
1212,stole,8.324249165525544e-06
1213,topaz,2.991856291600925e-07
1214,chore,1.0622557056194637e-06
1215,fluke,6.311052374030623e-07
1216,afoot,9.878390159201444e-07
1217,bloat,1.747930831186295e-07
1218,bully,3.09283166188834e-06
1219,dense,1.1938672287215013e-05
1220,caper,3.156862291575635e-07
1221,sneer,1.9942440587783494e-06
1222,boxer,1.5271476740963408e-06
1223,jumbo,4.886240034807088e-07
1224,lunge,8.794041974624633e-07
1225,space,0.0001560821765451692
1226,avail,3.82894114636656e-06
1227,short,0.00015644382074242458
1228,slurp,2.251159330057817e-07
1229,loyal,9.496131269770558e-06
1230,flirt,1.487015140355652e-06
1231,pizza,6.327348842205538e-06
1232,conch,4.10296308928082e-07
1233,tempo,3.131713640414091e-06
1234,droop,8.023047257665894e-07
1235,plate,3.3847056329250336e-05
1236,bible,1.644924594756958e-06
1237,plunk,9.96408395792514e-08
1238,afoul,3.6118463953016544e-07
1239,savoy,2.8841239174681732e-08
1240,steep,9.961812565961736e-06
1241,agile,2.522710360608471e-06
1242,stake,1.0794602985697566e-05
1243,dwell,8.556039006180072e-06
1244,knave,6.697254377741046e-07
1245,beard,9.548961770633468e-06
1246,arose,1.4228203781385673e-05
1247,motif,4.09359972763923e-06
1248,smash,2.4573998302912514e-06
1249,broil,2.561173140236406e-07
1250,glare,6.933895747351926e-06
1251,shove,3.3278500382039056e-06
1252,baggy,1.0138346624444239e-06
1253,mammy,3.9885788538640554e-07
1254,swamp,3.0851086307848163e-06
1255,along,0.00021073856260045432
1256,rugby,1.798022282173406e-06
1257,wager,1.7057389811725443e-06
1258,quack,4.584306978472341e-07
1259,squat,2.1366067812778056e-06
1260,snaky,1.3514450536433742e-07
1261,debit,1.6737094199470448e-06
1262,mange,6.744643421541241e-07
1263,skate,1.0192453601121088e-06
1264,ninth,5.6241350421259995e-06
1265,joust,1.9659620775769326e-07
1266,tramp,1.9622895592874556e-06
1267,spurn,2.707024684411863e-07
1268,medal,2.6275799882569117e-06
1269,micro,1.0698745427362155e-05
1270,rebel,5.784782729278959e-06
1271,flank,4.224240115036082e-06
1272,learn,8.525799785275012e-05
1273,nadir,5.018453350658092e-07
1274,maple,2.7718350565919536e-06
1275,comfy,8.390394583557281e-07
1276,remit,1.4821707736700773e-06
1277,gruff,1.4718843317496066e-06
1278,ester,1.8220014794678718e-06
1279,least,0.00022347028061631136
1280,mogul,2.9300184678504593e-07
1281,fetch,6.395621539923013e-06
1282,cause,0.0001235787603945937
1283,oaken,4.0969711534444286e-07
1284,aglow,4.566840132724792e-07
1285,meaty,7.468947131883397e-07
1286,gaffe,1.2263345183782803e-07
1287,shyly,1.5053498998440773e-06
1288,racer,4.019207580086004e-07
1289,prowl,5.065508119628248e-07
1290,thief,6.422992441912356e-06
1291,stern,8.872119110492349e-06
1292,poesy,1.481799909441861e-07
1293,rocky,6.048064165042888e-06
1294,tweet,1.3739849862304254e-06
1295,waist,1.852147897807299e-05
1296,spire,9.308545827479975e-07
1297,grope,4.90792508855975e-07
1298,havoc,2.2192325559444726e-06
1299,patsy,9.413127521895603e-08
1300,truly,4.544069179246435e-05
1301,forty,3.0446849905274576e-05
1302,deity,4.498321914070402e-06
1303,uncle,2.1908236703893635e-05
1304,swish,7.437313342961716e-07
1305,giver,1.6159925451120216e-06
1306,preen,1.1233773733465569e-07
1307,bevel,3.9467260393166725e-07
1308,lemur,1.2881404032327737e-07
1309,draft,1.4469476582235075e-05
1310,slope,1.5197169886960182e-05
1311,annoy,1.3686456554751203e-06
1312,lingo,4.171025267396544e-07
1313,bleak,3.061064148823789e-06
1314,ditty,2.810160708577314e-07
1315,curly,3.188135565324046e-06
1316,cedar,2.2629505451732257e-06
1317,dirge,3.018729231030193e-07
1318,grown,3.736965936695924e-05
1319,horde,1.277129314303238e-06
1320,drool,6.152992710894978e-07
1321,shuck,1.315179325445115e-07
1322,crypt,1.1297133823973127e-06
1323,cumin,1.5619374664765928e-06
1324,stock,4.507094035943737e-05
1325,gravy,1.5441183336406539e-06
1326,locus,4.7061520263014245e-06
1327,wider,2.5459113203396555e-05
1328,breed,6.162634804240952e-06
1329,quite,0.00016129803043440916
1330,chafe,2.4084673810875756e-07
1331,cache,2.9963906058583234e-06
1332,blimp,1.0176715825593874e-07
1333,deign,4.4043900260248847e-07
1334,fiend,1.1807372857219889e-06
1335,logic,3.110798434136086e-05
1336,cheap,1.3161840570319328e-05
1337,elide,1.6005888170411708e-07
1338,rigid,1.2527294529718347e-05
1339,false,4.0589290620118845e-05
1340,renal,1.2748344715873827e-05
1341,pence,1.1413063276677349e-06
1342,rowdy,7.591986701527276e-07
1343,shoot,1.753841524987365e-05
1344,blaze,3.05817849266532e-06
1345,envoy,1.403179936687593e-06
1346,posse,9.68326915540274e-07
1347,brief,3.980986093665706e-05
1348,never,0.00044344480556901544
1349,abort,6.394210174676118e-07
1350,mouse,1.1704204325724277e-05
1351,mucky,1.377711242867008e-07
1352,sulky,6.872261195667306e-07
1353,fiery,5.35021536052227e-06
1354,media,9.144952855422162e-05
1355,trunk,1.1946769973292248e-05
1356,yeast,5.198808366912999e-06
1357,clear,0.00016146228517754935
1358,skunk,6.260596023821563e-07
1359,scalp,3.8655238085993915e-06
1360,bitty,1.4976301798697023e-07
1361,cider,2.2102666434875573e-06
1362,koala,1.5029384314857452e-07
1363,duvet,7.748684964781205e-07
1364,segue,2.568461354712781e-07
1365,creme,6.601649271686938e-08
1366,super,1.1574285281312768e-05
1367,grill,3.0821216796539375e-06
1368,after,0.0006366672168951482
1369,owner,3.326086334709544e-05
1370,ember,4.799264630150901e-07
1371,reach,7.320451913983561e-05
1372,nobly,9.034472583380193e-07
1373,empty,5.049098399467766e-05
1374,speed,5.86575479246676e-05
1375,gipsy,4.2154486123990864e-07
1376,recur,1.3149093263109535e-06
1377,smock,5.240671185902102e-07
1378,dread,7.988971674421919e-06
1379,merge,3.5095651469418954e-06
1380,burst,2.3463338948204182e-05
1381,kappa,5.575053450002088e-07
1382,amity,4.016947343643551e-07
1383,shaky,3.6765400750482513e-06
1384,hover,1.6032245468977635e-06
1385,carol,3.3095982843178717e-07
1386,snort,1.9773550832269393e-06
1387,synod,5.728469574250994e-07
1388,faint,1.6381463183279266e-05
1389,haunt,2.850892599326471e-06
1390,flour,1.2967420389031759e-05
1391,chair,6.55991789244581e-05
1392,detox,4.697668245512432e-07
1393,shrew,3.632113134699466e-07
1394,tense,1.145351052400656e-05
1395,plied,7.668010653105739e-07
1396,quark,6.989553043013075e-07
1397,burly,1.4546026534389966e-06
1398,novel,4.6515772737620864e-05
1399,waxen,2.9963788250597645e-07
1400,stoic,1.1283758283298084e-06
1401,jerky,1.095101112014163e-06
1402,blitz,4.4187886061308745e-07
1403,beefy,3.817568696717899e-07
1404,lyric,2.2976907985139405e-06
1405,hussy,2.695835483734754e-07
1406,towel,9.203748049912974e-06
1407,quilt,2.5263536826969357e-06
1408,below,0.00010219108844466973
1409,bingo,5.697122986703107e-07
1410,wispy,5.876579081132149e-07
1411,brash,6.548300888198355e-07
1412,scone,2.9319470229438593e-07
1413,toast,6.229254267964279e-06
1414,easel,8.322718372255622e-07
1415,saucy,6.040333317969271e-07
1416,value,0.00021243153605610132
1417,spice,2.838375280589389e-06
1418,honor,2.4505397959728725e-05
1419,route,2.850713826774154e-05
1420,sharp,3.700963407027302e-05
1421,bawdy,4.1754732649224024e-07
1422,radii,1.1274548512574256e-06
1423,skull,1.0449545470692101e-05
1424,phony,7.850839551792888e-07
1425,issue,9.62610065471381e-05
1426,lager,5.258644151240333e-07
1427,swell,4.664991593017476e-06
1428,urine,9.23674929254048e-06
1429,gassy,7.200674012608488e-08
1430,trial,5.0449387344997376e-05
1431,flora,2.590538827007549e-06
1432,upper,4.848216849495657e-05
1433,latch,2.523622242733836e-06
1434,wight,2.2972859525793865e-07
1435,brick,1.0873655583054642e-05
1436,retry,1.2579691244241076e-07
1437,holly,6.928159876906648e-07
1438,decal,1.1310496361716105e-07
1439,grass,2.739809997365228e-05
1440,shack,2.01851241854456e-06
1441,dogma,2.0898712591588264e-06
1442,mover,1.1401896813367784e-06
1443,defer,1.8254192468702968e-06
1444,sober,5.674687486134644e-06
1445,optic,4.329233661337639e-06
1446,crier,2.786145252287042e-07
1447,vying,6.649150066095899e-07
1448,nomad,4.809516340742448e-07
1449,flute,2.457680068346235e-06
1450,hippo,2.629362860773199e-07
1451,shark,2.889145264362014e-06
1452,drier,9.516877668147572e-07
1453,obese,3.294275643384026e-06
1454,bugle,5.605994672919223e-07
1455,tawny,8.666106054988632e-07
1456,chalk,2.7689788453244546e-06
1457,feast,9.657247119321255e-06
1458,ruddy,1.4976035629388207e-06
1459,pedal,1.988263164776072e-06
1460,scarf,3.985738544542983e-06
1461,cruel,1.3780799463347648e-05
1462,bleat,1.8622560560288548e-07
1463,tidal,3.61408677918007e-06
1464,slush,5.454887883615811e-07
1465,semen,1.8625923701165448e-06
1466,windy,1.4861346073757886e-06
1467,dusty,5.210007884670631e-06
1468,sally,5.139677767829198e-07
1469,igloo,1.8442003124619077e-07
1470,nerdy,2.9736947482206233e-07
1471,jewel,2.7805945705949853e-06
1472,shone,8.23036475594563e-06
1473,whale,4.505841616264661e-06
1474,hymen,2.454178087418768e-07
1475,abuse,2.9927823106845608e-05
1476,fugue,4.236419428593763e-07
1477,elbow,1.1362791610736167e-05
1478,crumb,7.722764081563582e-07
1479,pansy,1.8165563631100667e-07
1480,welsh,3.5425969713287486e-08
1481,syrup,4.348647848928522e-06
1482,terse,8.775137558814095e-07
1483,suave,5.333758963388391e-07
1484,gamut,8.756135940757304e-07
1485,swung,1.3936490404375945e-05
1486,drake,1.913142462228734e-07
1487,freed,6.5938562556766556e-06
1488,afire,4.052211366456504e-07
1489,shirt,3.626619309216039e-05
1490,grout,3.8587455719607533e-07
1491,oddly,3.7255032339089666e-06
1492,tithe,8.98451034458958e-07
1493,plaid,1.1566240800675587e-06
1494,dummy,3.0070391972003563e-06
1495,broom,2.1074765186313016e-06
1496,blind,2.5083970285777468e-05
1497,torch,4.795474524144083e-06
1498,enemy,4.724262089439435e-05
1499,again,0.0004290917931939475
1500,tying,3.1640849442737817e-06
1501,pesky,4.6539840070636274e-07
1502,alter,1.2331423931755126e-05
1503,gazer,9.217188257082398e-08
1504,noble,1.8954884581035003e-05
1505,ethos,3.959077560011792e-06
1506,bride,1.0044632972494583e-05
1507,extol,3.5723808622378783e-07
1508,decor,1.213785282061508e-06
1509,hobby,2.277403098105424e-06
1510,beast,1.4342266922540148e-05
1511,idiom,1.9391789578548924e-06
1512,utter,9.713759709484293e-06
1513,these,0.0008490413019899279
1514,sixth,1.1676159829221433e-05
1515,alarm,1.5250970363922534e-05
1516,erase,2.765480076050153e-06
1517,elegy,6.019163265591487e-07
1518,spunk,3.520564533232573e-07
1519,piper,3.213540651358926e-07
1520,scaly,7.628141531768051e-07
1521,scold,1.1580501393382292e-06
1522,hefty,1.2549561745345272e-06
1523,chick,2.094712783673458e-06
1524,sooty,4.4097701845657866e-07
1525,canal,8.962838592196931e-06
1526,whiny,2.561513596788245e-07
1527,slash,1.848139845606056e-06
1528,quake,8.396411175226604e-07
1529,joint,3.639016085799085e-05
1530,swept,1.650657031859737e-05
1531,prude,2.4399277620545945e-07
1532,heavy,6.761638724128716e-05
1533,wield,1.6484898424096173e-06
1534,femme,1.3546074910664174e-06
1535,lasso,4.685836216822281e-07
1536,maize,3.7158470718168246e-06
1537,shale,2.057907352082111e-06
1538,screw,6.507736316052615e-06
1539,spree,7.374759576350698e-07
1540,smoky,1.931528515797254e-06
1541,whiff,1.4814875441970798e-06
1542,scent,1.4075527133172727e-05
1543,glade,7.848250618280872e-07
1544,spent,6.84115984768141e-05
1545,prism,1.8921633113677672e-06
1546,stoke,3.485088981847184e-07
1547,riper,1.2573467778054237e-07
1548,orbit,7.229033030853316e-06
1549,cocoa,3.210670058706455e-06
1550,guilt,1.862618000814109e-05
1551,humus,3.9609424362652135e-07
1552,shush,2.49577983169047e-07
1553,table,0.00014842222662991844
1554,smirk,3.2502073281648336e-06
1555,wrong,0.0001029354225465795
1556,noisy,5.619151352220797e-06
1557,alert,1.2047825066474616e-05
1558,shiny,6.095708499742614e-06
1559,elate,6.721143286370079e-08
1560,resin,3.8135704016895033e-06
1561,whole,0.00020866400154773146
1562,hunch,1.3946490469152195e-06
1563,pixel,3.951049222905567e-06
1564,polar,6.762701673324045e-06
1565,hotel,3.5025927900278475e-05
1566,sword,3.074790674872929e-05
1567,cleat,1.3969908962963018e-07
1568,mango,1.5353163860254426e-06
1569,rumba,1.118081165429885e-07
1570,puffy,1.3200198338836344e-06
1571,filly,3.13166978571644e-07
1572,billy,2.8457230882850126e-07
1573,leash,2.2952107769924623e-06
1574,clout,9.767201305521667e-07
1575,dance,3.6136469134362414e-05
1576,ovate,3.322443262732122e-07
1577,facet,2.4652341608089046e-06
1578,chili,1.8720625689638837e-06
1579,paint,1.687226176727563e-05
1580,liner,1.950622390722856e-06
1581,curio,1.5609352743695126e-07
1582,salty,2.502607060250739e-06
1583,audio,8.00405427980877e-06
1584,snake,8.983548468677327e-06
1585,fable,1.5459439168807876e-06
1586,cloak,7.806508392604883e-06
1587,navel,1.1756587241507077e-06
1588,spurt,9.482280773909224e-07
1589,pesto,5.396751561193014e-07
1590,balmy,6.490584496532392e-07
1591,flash,1.611967400094727e-05
1592,unwed,2.844136517410334e-07
1593,early,0.00021396384909166954
1594,churn,1.0570898894002312e-06
1595,weedy,3.91987803993743e-07
1596,stump,2.446428368330089e-06
1597,lease,8.761183380556758e-06
1598,witty,2.148214491626277e-06
1599,wimpy,1.0602894207067948e-07
1600,spoof,2.5392440505811464e-07
1601,saner,1.3748025651239004e-07
1602,blend,7.540155706919904e-06
1603,salsa,1.1116380278508586e-06
1604,thick,4.3106892917421646e-05
1605,warty,1.3010079058517476e-07
1606,manic,1.5222769889078336e-06
1607,blare,3.0216053659160025e-07
1608,squib,8.167593890107128e-08
1609,spoon,6.4074187093865476e-06
1610,probe,7.857115178921958e-06
1611,crepe,3.727732860170363e-07
1612,knack,1.2335717372025101e-06
1613,force,0.0001250070290552685
1614,debut,2.5420414431209792e-06
1615,order,0.00028631521126953885
1616,haste,6.253337687667226e-06
1617,teeth,4.1295975279354025e-05
1618,agent,4.4871748286823276e-05
1619,widen,2.353598347326624e-06
1620,icily,2.814671091755372e-07
1621,slice,7.777606356285105e-06
1622,ingot,3.3261336085388393e-07
1623,clash,3.8970867990428815e-06
1624,juror,9.589604275106467e-07
1625,blood,0.00014621784794144332
1626,abode,3.354326054250123e-06
1627,throw,2.6905642698693555e-05
1628,unity,1.981921013793908e-05
1629,pivot,2.1839879877916246e-06
1630,slept,1.8391935100225965e-05
1631,troop,3.6804425462833024e-06
1632,spare,1.453171012144594e-05
1633,sewer,1.7327938905964402e-06
1634,parse,7.410193347823224e-07
1635,morph,6.763638111806358e-07
1636,cacti,3.4948078564411844e-07
1637,tacky,4.899543526448724e-07
